 ,Label,Area,Mean,Min,Max,Angle,Length(micrometer,Length(mm),Random num,Random
,,,,,,,,,0.703445394,0.911640565
,,,,,,,,,0.953412177,0.387342849
,,,,,,,,,0.468781891,0.42665549
,,,,,,,,,1.686819871,0.852411728
,,,,,,,,,1.606735351,0.415272001
,,,,,,,,,1.36251721,0.780525551
,,,,,,,,,0.767116552,0.760917016
,,,,,,,,,1.241280347,0.977122793
,,,,,,,,,0.806128022,0.71085683
,,,,,,,,,0.851681048,1.059115335
,,,,,,,,,1.337540354,1.06042388
,,,,,,,,,1.637421202,0.813785762
,,,,,,,,,0.828646837,0.930233488
,,,,,,,,,0.53320632,0.864322824
,,,,,,,,,0.693335715,0.789454946
,,,,,,,,,1.134871013,1.277443324
,,,,,,,,,1.463931172,0.953536256
,,,,,,,,,1.094908045,1.120242511
,,,,,,,,,1.14878669,0.836765485
,,,,,,,,,1.093639379,1.003579095
,,,,,,,,,1.654468897,0.850243694
,,,,,,,,,1.188194617,0.919888849
,,,,,,,,,1.474952705,1.025396904
,,,,,,,,,0.887600145,1.374747608
,,,,,,,,,1.277159797,0.904193838
,,,,,,,,,1.340394852,0.955845029
,,,,,,,,,1.564750446,1.173504017
,,,,,,,,,0.960389838,0.614657183
,,,,,,,,,0.582604989,1.348716796
,,,,,,,,,0.602348599,1.008548161
,,,,,,,,,1.609867369,1.116986532
,,,,,,,,,1.559913659,0.199210891
,,,,,,,,,0.90587686,1.264793184
,,,,,,,,,1.074490457,0.99927052
,,,,,,,,,1.026082932,0.630596686
,,,,,,,,,0.927523468,1.262501431
,,,,,,,,,0.51790304,0.842643791
,,,,,,,,,1.027748056,0.585125572
,,,,,,,,,0.416370141,0.934155195
,,,,,,,,,1.264076683,1.202153228
,,,,,,,,,0.923479596,0.648345503
,,,,,,,,,0.855566337,0.764991245
,,,,,,,,,1.414770377,0.726536457
,,,,,,,,,1.565345134,0.972728465
,,,,,,,,,0.586529924,1.355264102
,,,,,,,,,1.274622466,1.127500713
,,,,,,,,,1.204766563,0.983897245
,,,,,,,,,1.238465495,0.999737904
,,,,,,,,,0.481983943,1.177568427
,,,,,,,,,1.121748253,0.97826376
,,,,,,,,,1.23898089,0.703347262
,,,,,,,,,1.386621857,1.094669264
,,,,,,,,,1.053517827,0.919182535
,,,,,,,,,1.446249144,0.622522853
,,,,,,,,,0.970816684,0.796940293
,,,,,,,,,1.691498076,1.217601782
,,,,,,,,,0.686556282,0.757064042
,,,,,,,,,1.160521847,1.468296453
,,,,,,,,,1.321800971,1.180273887
,,,,,,,,,0.566231273,0.978035632
,,,,,,,,,1.257257605,1.484043504
,,,,,,,,,1.340236269,0.543760761
,,,,,,,,,1.686621642,0.936506844
,,,,,,,,,1.705175878,0.920595162
,,,,,,,,,0.987705796,1.153198988
,,,,,,,,,0.83939085,0.848923693
,,,,,,,,,0.908731358,0.775146378
,,,,,,,,,0.925937636,0.811015496
,,,,,,,,,0.954284385,0.810391008
,,,,,,,,,1.610699931,0.714943169
,,,,,,,,,1.618153342,0.964936437
,,,,,,,,,0.600128434,0.767888503
,,,,,,,,,1.581282746,0.906859041
,,,,,,,,,1.199572963,0.999340562
,,,,,,,,,1.083212533,0.611319379
,,,,,,,,,0.885023168,0.922251299
,,,,,,,,,1.177014501,0.612993191
,,,,,,,,,1.195489445,1.155602024
,,,,,,,,,0.445430514,0.824628552
,,,,,,,,,0.762240119,0.32864882
,,,,,,,,,1.424642182,0.883106563
,,,,,,,,,1.314625081,0.655669165
,,,,,,,,,1.199017921,0.417627251
,,,,,,,,,0.966495292,0.66527607
,,,,,,,,,0.706735996,1.196644772
,,,,,,,,,1.401132221,0.768427239
,,,,,,,,,1.297498094,1.290920877
,,,,,,,,,1.537949884,1.443429519
,,,,,,,,,0.961341337,0.671103971
,,,,,,,,,0.50826911,0.441004316
,,,,,,,,,1.3210477,1.218369627
,,,,,,,,,1.670644384,1.126361055
,,,,,,,,,1.153385603,0.828862503
,,,,,,,,,1.0566102,1.031570434
,,,,,,,,,0.608216177,0.685264927
,,,,,,,,,1.086185968,1.035269249
,,,,,,,,,0.462002459,1.156058935
,,,,,,,,,0.734329474,1.639131269
,,,,,,,,,1.581124163,0.43079256
,,,,,,,,,1.511109676,0.930521512
,,,,,,,,,1.155248956,0.639495315
,,,,,,,,,0.923321013,0.613537163
,,,,,,,,,0.868768389,0.77609031
,,,,,,,,,0.991591084,0.963063627
,,,,,,,,,0.475957781,1.090187547
,,,,,,,,,1.324457239,0.748748008
,,,,,,,,,1.046064417,1.03815047
,,,,,,,,,0.410026812,0.878138806
,,,,,,,,,0.484243754,0.941461837
,,,,,,,,,0.472468951,1.035097417
,,,,,,,,,0.808308541,0.902696114
,,,,,,,,,0.64663296,1.270551043
,,,,,,,,,0.496375369,0.720762888
,,,,,,,,,1.692885679,0.911265807
,,,,,,,,,1.295515804,0.626326732
,,,,,,,,,0.656940868,0.645291795
,,,,,,,,,1.066045901,0.557503427
,,,,,,,,,1.320849471,0.510452109
,,,,,,,,,0.676724123,0.747759562
,,,,,,,,,0.89029606,0.97705406
,,,,,,,,,1.03611332,0.867650482
,,,,,,,,,1.605466685,0.788909009
,,,,,,,,,0.418511014,0.949665935
,,,,,,,,,1.534857512,0.098130221
,,,,,,,,,1.017360856,0.921986513
,,,,,,,,,0.435677646,1.002077771
,,,,,,,,,0.544386436,0.649797405
,,,,,,,,,1.313237477,0.94371006
,,,,,,,,,1.318431078,1.225055054
,,,,,,,,,1.610937806,1.041070312
,,,,,,,,,0.813264266,0.914836975
,,,,,,,,,0.604053368,0.493864552
,,,,,,,,,1.187084535,0.206280568
,,,,,,,,,1.689674369,0.951320436
,,,,,,,,,0.713475782,1.17343463
,,,,,,,,,1.623069421,1.090899424
,,,,,,,,,1.677622045,1.187853497
,,,,,,,,,1.036509778,1.084183558
,,,,,,,,,0.910356836,1.170516424
,,,,,,,,,1.644042051,1.086835997
,,,,,,,,,0.817506367,0.834438383
,,,,,,,,,1.596268859,1.160529196
,,,,,,,,,1.641702949,1.266120713
,,,,,,,,,0.5735261,0.993498259
,,,,,,,,,1.574582605,0.80605494
,,,,,,,,,1.342139267,0.7526072
,,,,,,,,,0.699203293,0.997194784
,,,,,,,,,0.672680252,1.270249273
,,,,,,,,,0.51298696,1.394077938
,,,,,,,,,1.189225408,1.181369687
,,,,,,,,,0.780834,1.005765458
,,,,,,,,,1.551667332,1.000743369
,,,,,,,,,1.022831977,1.034459182
,,,,,,,,,0.54359352,0.628985062
,,,,,,,,,1.570499088,0.701644976
,,,,,,,,,0.708559703,0.977031476
,,,,,,,,,0.824127216,0.965726866
,,,,,,,,,1.176419814,0.947187293
,,,,,,,,,0.620030626,1.522099313
,,,,,,,,,1.43891467,1.135058721
,,,,,,,,,1.527443747,0.792793404
,,,,,,,,,0.78876316,1.005106276
,,,,,,,,,0.475442386,0.957550916
,,,,,,,,,0.713237907,1.063593452
,,,,,,,,,1.643883468,1.33135812
,,,,,,,,,1.153345957,0.904876586
,,,,,,,,,0.652698767,0.733337094
,,,,,,,,,0.420612241,0.85417522
,,,,,,,,,1.340077686,0.595056504
,,,,,,,,,0.507238319,0.612011946
,,,,,,,,,0.486107107,0.673516826
,,,,,,,,,1.584414764,1.054370142
,,,,,,,,,1.116515007,1.264499269
,,,,,,,,,1.576961354,1.332101746
,,,,,,,,,0.548073495,1.051836513
,,,,,,,,,1.564472926,0.519950351
,,,,,,,,,0.620109918,0.801837354
,,,,,,,,,1.012524068,0.515523293
,,,,,,,,,1.381864361,0.531369188
,,,,,,,,,0.619396294,0.962252251
,,,,,,,,,0.555011511,1.269147582
,,,,,,,,,0.705903434,0.679510996
,,,,,,,,,1.536601927,0.688109817
,,,,,,,,,1.468371501,0.874580402
,,,,,,,,,0.911704793,1.342107957
,,,,,,,,,1.574344731,0.991065767
,,,,,,,,,1.440738377,1.206184253
,,,,,,,,,0.431514837,1.410135269
,,,,,,,,,1.076314164,1.063490025
,,,,,,,,,0.796454446,0.754414223
,,,,,,,,,0.812709225,0.752154544
,,,,,,,,,0.556478405,0.926582785
,,,,,,,,,1.535848657,0.402189171
,,,,,,,,,1.149302085,1.118684564
,,,,,,,,,1.341941038,1.07340852
,,,,,,,,,1.13990603,0.661159947
,,,,,,,,,1.049196435,1.350425301
,,,,,,,,,1.470076271,0.718535612
,,,,,,,,,1.039522859,0.430123559
,,,,,,,,,0.547280579,1.1661725
,,,,,,,,,0.691710237,0.834754555
,,,,,,,,,1.572798544,0.934133266
,,,,,,,,,1.085432698,0.588357985
,,,,,,,,,0.516911895,1.088958536
,,,,,,,,,0.848786905,0.541181638
,,,,,,,,,1.037778444,0.310597579
,,,,,,,,,1.178996791,0.643294612
,,,,,,,,,0.784362476,1.071382534
,,,,,,,,,1.266732952,0.688109817
,,,,,,,,,0.520321434,0.640921688
,,,,,,,,,1.620928548,1.273333092
,,,,,,,,,0.793124199,0.908863753
,,,,,,,,,0.629149161,0.815259594
,,,,,,,,,0.585459487,0.639761082
,,,,,,,,,1.1250785,0.901022303
,,,,,,,,,1.225620255,0.306025854
,,,,,,,,,0.571068061,1.040996015
,,,,,,,,,1.51995069,0.957955131
,,,,,,,,,0.793243136,0.283450019
,,,,,,,,,1.334606565,0.884209564
,,,,,,,,,1.505361035,1.356108536
,,,,,,,,,0.426440174,1.630050662
,,,,,,,,,0.653253809,0.0006001
,,,,,,,,,1.697088134,0.885532837
,,,,,,,,,1.668860323,0.558264072
,,,,,,,,,0.742972259,1.130214029
,,,,,,,,,0.492529727,0.557144707
,,,,,,,,,0.576420244,0.774467885
,,,,,,,,,1.052605974,1.312107652
,,,,,,,,,0.614083756,0.842688958
,,,,,,,,,0.481191027,1.017604221
,,,,,,,,,1.30943148,0.973569298
,,,,,,,,,0.839034038,1.13975351
,,,,,,,,,1.238148328,1.028597896
,,,,,,,,,1.625170649,0.930410557
,,,,,,,,,0.7166078,0.733467686
,,,,,,,,,1.308638564,0.353662385
,,,,,,,,,1.616924322,0.790545836
,,,,,,,,,1.542984901,1.128885191
,,,,,,,,,0.635056385,0.880347425
,,,,,,,,,0.530906863,0.790972308
,,,,,,,,,1.346421014,1.028549456
,,,,,,,,,1.19600484,0.316928867
,,,,,,,,,0.880741421,1.506517222
,,,,,,,,,0.700194438,1.096441593
,,,,,,,,,1.258328041,1.340756863
,,,,,,,,,1.178084938,0.425283449
,,,,,,,,,1.449143287,1.1083792
,,,,,,,,,1.046619458,1.134139663
,,,,,,,,,1.465517004,1.050750533
,,,,,,,,,0.595133063,1.706455541
,,,,,,,,,0.841452432,0.963402056
,,,,,,,,,1.071239501,0.680249711
,,,,,,,,,0.912894167,0.407525468
,,,,,,,,,0.525158222,0.511498159
,,,,,,,,,1.436892734,1.189014757
,,,,,,,,,0.830549836,0.62639612
,,,,,,,,,0.583675426,0.610552188
,,,,,,,,,1.705651627,0.944935143
,,,,,,,,,1.003445179,1.296513777
,,,,,,,,,1.233271894,1.033454044
,,,,,,,,,1.471979269,1.180697413
,,,,,,,,,1.0358358,1.11757109
,,,,,,,,,0.754945291,1.737247911
,,,,,,,,,1.46781646,1.229118154
,,,,,,,,,0.770962195,0.503894984
,,,,,,,,,1.225263442,0.316928867
,,,,,,,,,1.25135038,1.109179776
,,,,,,,,,0.420889762,0.947008915
,,,,,,,,,0.770962195,0.885819552
,,,,,,,,,0.501053574,0.513683213
,,,,,,,,,0.960865588,1.168710383
,,,,,,,,,0.503670197,0.917439336
,,,,,,,,,1.439747232,0.846303003
,,,,,,,,,1.388762731,0.524857885
,,,,,,,,,1.259398478,0.774637426
,,,,,,,,,1.260746435,0.711020807
,,,,,,,,,1.571529879,1.5159068
,,,,,,,,,1.58171885,0.995426056
,,,,,,,,,1.506233242,1.045927442
,,,,,,,,,0.664037467,0.915167548
,,,,,,,,,1.562292407,0.845585235
,,,,,,,,,0.717242133,1.075257764
,,,,,,,,,0.963244336,1.099198112
,,,,,,,,,0.56087909,0.829452952
,,,,,,,,,1.518999191,0.599050217
,,,,,,,,,1.664419993,1.078258449
,,,,,,,,,1.589132615,0.809048424
,,,,,,,,,1.700735548,0.656048178
,,,,,,,,,0.751733981,0.595867553
,,,,,,,,,1.168014904,0.920065263
,,,,,,,,,1.194537946,1.14940231
,,,,,,,,,1.697999988,1.280946087
,,,,,,,,,1.449619037,1.008973651
,,,,,,,,,0.417638806,0.689409198
,,,,,,,,,0.869600951,1.118508477
,,,,,,,,,0.842800389,0.981763905
,,,,,,,,,0.505295675,0.555070935
,,,,,,,,,0.507595131,1.18183118
,,,,,,,,,0.579988366,1.034999227
,,,,,,,,,0.535347193,0.912566169
,,,,,,,,,0.868847681,0.697823423
,,,,,,,,,1.664182118,1.187346837
,,,,,,,,,1.646619028,1.13975351
,,,,,,,,,0.556081947,1.359606717
,,,,,,,,,0.41363458,0.524651031
,,,,,,,,,1.085630927,0.843407709
,,,,,,,,,1.697207072,1.307812169
,,,,,,,,,0.732862579,0.426398887
,,,,,,,,,1.387137253,0.537502788
,,,,,,,,,0.476473177,0.599545749
,,,,,,,,,0.804740419,0.773376013
,,,,,,,,,1.524589249,0.936351377
,,,,,,,,,1.027827348,1.472192631
,,,,,,,,,1.233509769,1.134446016
,,,,,,,,,0.503947718,0.88630461
,,,,,,,,,1.288894955,0.699485451
,,,,,,,,,1.223875839,0.734769031
,,,,,,,,,0.963125398,0.708854082
,,,,,,,,,1.409457839,0.79881834
,,,,,,,,,1.640830741,0.975003199
,,,,,,,,,1.69268745,1.136657908
,,,,,,,,,0.46576881,0.585767079
,,,,,,,,,0.613330486,1.243277801
,,,,,,,,,0.4833319,0.678622376
,,,,,,,,,1.566058758,0.730591375
,,,,,,,,,1.090665944,0.281240091
,,,,,,,,,1.081507764,0.68019047
,,,,,,,,,1.004357033,0.819943582
,,,,,,,,,1.140461072,1.234581444
,,,,,,,,,1.596268859,1.263766772
,,,,,,,,,0.449831198,0.926582785
,,,,,,,,,0.632400117,0.971774059
,,,,,,,,,1.397127995,1.095665237
,,,,,,,,,1.701211298,1.346512104
,,,,,,,,,1.318708598,1.344188275
,,,,,,,,,1.236562496,0.679451754
,,,,,,,,,0.845020554,0.557099539
,,,,,,,,,0.675138291,1.370359171
,,,,,,,,,1.353359029,0.601895107
,,,,,,,,,0.664632154,0.656963308
,,,,,,,,,1.582154954,0.796093896
,,,,,,,,,0.752725126,1.027747571
,,,,,,,,,1.391300062,1.076264538
,,,,,,,,,0.411255832,1.409293453
,,,,,,,,,0.744161633,0.796634923
,,,,,,,,,1.121708607,0.849214663
,,,,,,,,,1.555869787,0.742048834
,,,,,,,,,1.200365879,0.832423853
,,,,,,,,,1.320571951,1.055794551
,,,,,,,,,1.362358626,0.577630405
,,,,,,,,,1.493189774,0.985092217
,,,,,,,,,0.488882313,0.64953982
,,,,,,,,,1.619382362,1.319457498
,,,,,,,,,1.38800946,0.627192768
,,,,,,,,,0.712801803,0.445976655
,,,,,,,,,1.349790907,0.582096739
,,,,,,,,,1.257059376,0.849281759
,,,,,,,,,1.175032211,0.724017558
,,,,,,,,,0.859451626,0.613537163
,,,,,,,,,1.272759113,1.633936366
,,,,,,,,,1.142958757,0.718642967
,,,,,,,,,1.621840402,1.115529066
,,,,,,,,,0.700075501,1.23683523
,,,,,,,,,1.519237066,0.845899115
,,,,,,,,,1.558050306,0.833782147
,,,,,,,,,0.731633559,0.859500388
,,,,,,,,,1.242311137,0.772160421
,,,,,,,,,1.672547383,0.80136997
,,,,,,,,,0.479882716,1.052494059
,,,,,,,,,0.748760546,0.737776262
,,,,,,,,,1.37639324,0.859277824
,,,,,,,,,0.533721715,1.027869327
,,,,,,,,,1.450174078,0.515846011
,,,,,,,,,0.956821716,0.841159813
,,,,,,,,,1.455843428,0.886018223
,,,,,,,,,0.480715278,0.70158868
,,,,,,,,,0.659597137,0.794445614
,,,,,,,,,0.861671791,0.927422964
,,,,,,,,,1.705096586,1.091941547
,,,,,,,,,1.366362852,0.875243839
,,,,,,,,,1.518880253,1.385772376
,,,,,,,,,1.459252967,0.028166603
,,,,,,,,,1.177093793,0.886767739
,,,,,,,,,0.559134674,0.639130048
,,,,,,,,,1.708149313,0.601592682
,,,,,,,,,0.730483831,0.464487426
,,,,,,,,,1.03781809,0.725397781
,,,,,,,,,0.791181554,0.477239028
,,,,,,,,,0.97331437,0.507058664
,,,,,,,,,0.942628519,0.743610054
,,,,,,,,,1.011889735,1.349235239
,,,,,,,,,0.846527094,0.986657038
,,,,,,,,,0.643778462,1.374747608
,,,,,,,,,0.51619827,1.041839794
,,,,,,,,,0.56087909,0.735392864
,,,,,,,,,0.633391262,0.915983834
,,,,,,,,,1.568952902,1.255759708
,,,,,,,,,1.026677619,0.947901462
,,,,,,,,,1.424047495,0.955620501
,,,,,,,,,0.869719888,1.137429027
,,,,,,,,,1.326796342,1.193080476
,,,,,,,,,0.801925567,1.04888656
,,,,,,,,,1.006616843,0.714617833
,,,,,,,,,1.644597092,0.782804212
,,,,,,,,,1.299876842,1.315499788
,,,,,,,,,0.487732584,1.111246347
,,,,,,,,,0.528092011,1.051356365
,,,,,,,,,0.870671388,0.744707818
,,,,,,,,,1.087811446,0.924924684
,,,,,,,,,1.136337908,1.026098962
,,,,,,,,,0.526902637,0.856405113
,,,,,,,,,0.787534141,1.261002397
,,,,,,,,,1.244412365,1.197580195
,,,,,,,,,0.703564332,1.015335706
,,,,,,,,,1.137725511,1.180344584
,,,,,,,,,1.446011269,0.652235135
,,,,,,,,,0.902506967,1.19526553
,,,,,,,,,0.688221406,1.287363783
,,,,,,,,,0.524246368,0.900251512
,,,,,,,,,1.025408954,0.795929264
,,,,,,,,,0.881336109,0.90937074
,,,,,,,,,1.517730525,0.929481026
,,,,,,,,,1.0887233,0.863834493
,,,,,,,,,1.400616825,1.206610398
,,,,,,,,,1.438399275,0.822368874
,,,,,,,,,1.012286193,0.918652964
,,,,,,,,,1.251865776,0.79430422
,,,,,,,,,1.136774012,0.763956977
,,,,,,,,,1.362874022,0.614909859
,,,,,,,,,0.513740231,1.031033662
,,,,,,,,,0.612101466,1.168812501
,,,,,,,,,1.609351974,0.777226041
,,,,,,,,,0.563257838,0.770186803
,,,,,,,,,0.533008091,0.533961403
,,,,,,,,,1.473684039,0.510783336
,,,,,,,,,0.633074095,1.587978229
,,,,,,,,,1.155645414,1.110757361
,,,,,,,,,0.896163639,0.709074028
,,,,,,,,,0.77639367,0.391602984
,,,,,,,,,0.596917124,0.835500799
,,,,,,,,,1.408744215,0.695757506
,,,,,,,,,1.532359826,0.369666039
,,,,,,,,,0.885023168,1.567046748
,,,,,,,,,1.590440926,0.493804984
,,,,,,,,,0.937752085,0.893621726
,,,,,,,,,0.696665962,0.39358904
,,,,,,,,,0.793084553,0.502753362
,,,,,,,,,1.322911053,0.711841021
,,,,,,,,,1.109537346,0.644311205
,,,,,,,,,1.061129821,0.868802905
,,,,,,,,,1.39641437,1.091749422
,,,,,,,,,0.900881489,0.688745434
,,,,,,,,,0.863455852,0.710172119
,,,,,,,,,0.979935219,0.990764978
,,,,,,,,,0.680490475,0.533018125
,,,,,,,,,0.590890962,1.063877548
,,,,,,,,,0.491221415,1.174471515
,,,,,,,,,0.849698758,1.164391989
,,,,,,,,,0.78527433,1.081761212
,,,,,,,,,1.522527667,0.60155537
,,,,,,,,,0.588670797,0.869711489
,,,,,,,,,0.570869832,0.747404769
,,,,,,,,,1.492515795,1.091392665
,,,,,,,,,1.35438982,0.672674356
,,,,,,,,,0.928712842,1.050977679
,,,,,,,,,1.142483007,0.489026406
,,,,,,,,,0.80010186,0.864434106
,,,,,,,,,1.158341328,0.757487896
,,,,,,,,,0.757680852,1.146726306
,,,,,,,,,0.687864594,0.946451196
,,,,,,,,,0.512590502,1.033062266
,,,,,,,,,1.151720479,0.750743882
,,,,,,,,,1.36771081,0.972478408
,,,,,,,,,0.54038221,0.896948074
,,,,,,,,,1.136813658,0.434015809
,,,,,,,,,1.23303402,0.755165376
,,,,,,,,,0.755183166,0.715810186
,,,,,,,,,1.294247138,0.713639861
,,,,,,,,,0.900841843,0.622417463
,,,,,,,,,0.839747662,1.144228354
,,,,,,,,,0.704476185,0.558264072
,,,,,,,,,0.552910283,0.541469662
,,,,,,,,,1.372270077,0.424593501
,,,,,,,,,1.092767172,1.175372899
,,,,,,,,,0.517823748,0.588793948
,,,,,,,,,0.859570563,0.757463021
,,,,,,,,,0.717519654,1.189378715
,,,,,,,,,1.147795545,0.976256103
,,,,,,,,,1.627589043,0.731168078
,,,,,,,,,0.569204708,1.110930176
,,,,,,,,,0.461843876,0.515253598
,,,,,,,,,0.811480205,0.715051833
,,,,,,,,,1.209365476,0.753109605
,,,,,,,,,0.830430899,0.554890265
,,,,,,,,,1.595555235,0.933977798
,,,,,,,,,1.343368287,0.480204365
,,,,,,,,,1.630522832,0.754789963
,,,,,,,,,1.435584423,1.204488185
,,,,,,,,,1.59579311,1.265284134
,,,,,,,,,0.911704793,1.252437615
,,,,,,,,,0.861235687,0.902387798
,,,,,,,,,0.52036108,0.932936003
,,,,,,,,,0.687150969,0.772306397
,,,,,,,,,1.307369899,0.496064007
,,,,,,,,,1.07540231,0.917638007
,,,,,,,,,0.751337523,0.956607638
,,,,,,,,,1.628976646,0.759800924
,,,,,,,,,1.598290795,1.11695773
,,,,,,,,,0.568927187,1.167117742
,,,,,,,,,0.606313179,0.952439147
,,,,,,,,,0.960191609,0.940216461
,,,,,,,,,0.524563535,1.027286733
,,,,,,,,,1.026043286,0.80377366
,,,,,,,,,0.668596734,1.308291336
,,,,,,,,,1.458222176,0.882377994
,,,,,,,,,1.505043868,0.661066994
,,,,,,,,,0.457562129,0.729804219
,,,,,,,,,0.941240916,0.917836351
,,,,,,,,,0.871424658,0.602874388
,,,,,,,,,0.483609421,0.781485849
,,,,,,,,,1.243579803,0.929148816
,,,,,,,,,0.914559291,0.674956945
,,,,,,,,,0.973274724,0.56448277
,,,,,,,,,1.150610397,1.139442575
,,,,,,,,,1.006339323,0.904480226
,,,,,,,,,0.478296884,1.424689639
,,,,,,,,,1.09022984,1.402816844
,,,,,,,,,1.393916685,1.376551685
,,,,,,,,,0.942350998,0.721217835
,,,,,,,,,0.420493304,0.769356443
,,,,,,,,,0.665385424,0.262089121
,,,,,,,,,0.710502347,0.68851436
,,,,,,,,,0.638148758,0.983162784
,,,,,,,,,0.604568764,0.657718716
,,,,,,,,,0.99210648,0.691622399
,,,,,,,,,1.013396276,0.721030619
,,,,,,,,,1.007885509,1.055005758
,,,,,,,,,1.0618038,0.869645047
,,,,,,,,,0.800062214,0.88996415
,,,,,,,,,1.199652254,0.96018077
,,,,,,,,,1.266098619,0.564525973
,,,,,,,,,1.492714024,0.824400751
,,,,,,,,,0.510965025,0.704543543
,,,,,,,,,0.783648852,0.545275505
,,,,,,,,,1.18014652,0.865055321
,,,,,,,,,0.517823748,0.98824706
,,,,,,,,,0.752526897,0.565481689
,,,,,,,,,1.270261428,0.751449541
,,,,,,,,,1.011493277,0.44116142
,,,,,,,,,0.563099254,0.786721337
,,,,,,,,,0.854614838,0.379941945
,,,,,,,,,1.085194823,0.596368322
,,,,,,,,,1.296982699,0.652777798
,,,,,,,,,1.533390617,1.030180064
,,,,,,,,,1.103273309,0.944378079
,,,,,,,,,1.317202058,1.159142099
,,,,,,,,,1.374173075,0.597060888
,,,,,,,,,0.851958569,1.191572278
,,,,,,,,,1.485339905,0.709293973
,,,,,,,,,1.201912065,0.749607824
,,,,,,,,,1.40057718,0.887583371
,,,,,,,,,1.205797354,0.363387118
,,,,,,,,,0.699916918,0.836878077
,,,,,,,,,0.600723121,1.086320499
,,,,,,,,,1.574344731,0.62054989
,,,,,,,,,0.704832997,1.04012867
,,,,,,,,,1.160125389,0.625945101
,,,,,,,,,1.396731537,1.129247185
,,,,,,,,,0.707528912,0.982635177
,,,,,,,,,0.571305935,1.439190332
,,,,,,,,,1.676234442,0.764646925
,,,,,,,,,1.676551609,1.085129128
,,,,,,,,,0.851443174,0.81486847
,,,,,,,,,1.170393652,0.752204949
,,,,,,,,,0.432664565,1.122073427
,,,,,,,,,0.602388244,1.112948307
,,,,,,,,,0.638069466,1.017149929
,,,,,,,,,0.712444991,0.953737873
,,,,,,,,,1.641901178,0.564787158
,,,,,,,,,1.347768971,1.551666273
,,,,,,,,,0.925303303,0.598439475
,,,,,,,,,1.214796951,0.260271952
,,,,,,,,,0.420017554,0.384949633
,,,,,,,,,1.420320789,1.011696786
,,,,,,,,,1.512854091,0.978241177
,,,,,,,,,0.977160012,0.750491861
,,,,,,,,,1.624734545,0.625841019
,,,,,,,,,0.616383213,0.730381903
,,,,,,,,,0.825039069,0.967830095
,,,,,,,,,1.54318313,1.270098715
,,,,,,,,,0.432862794,0.683424847
,,,,,,,,,1.640473929,1.465251256
,,,,,,,,,0.710541993,1.000088442
,,,,,,,,,0.607502553,0.633015432
,,,,,,,,,1.183437121,1.086049495
,,,,,,,,,1.156160809,1.07839166
,,,,,,,,,0.974226223,0.880237125
,,,,,,,,,1.438042463,0.765188279
,,,,,,,,,0.96443371,0.858676902
,,,,,,,,,0.864169476,1.452693415
,,,,,,,,,1.381071445,0.901154532
,,,,,,,,,1.180661915,0.976598131
,,,,,,,,,1.478045077,0.966427615
,,,,,,,,,1.298885697,0.614079826
,,,,,,,,,0.942747456,0.553162122
,,,,,,,,,1.606021727,0.323977597
,,,,,,,,,1.645350362,0.670437589
,,,,,,,,,1.442641376,1.061503969
,,,,,,,,,0.535624714,0.454660575
,,,,,,,,,0.768147343,1.155537219
,,,,,,,,,0.707608203,0.999737904
,,,,,,,,,0.62661183,0.343125948
,,,,,,,,,1.258565916,0.903444976
,,,,,,,,,1.341306705,1.300347113
,,,,,,,,,0.660271116,0.684273208
,,,,,,,,,1.134078097,1.252948857
,,,,,,,,,0.682512411,1.301330322
,,,,,,,,,0.598621893,1.300000176
,,,,,,,,,1.40255947,1.08977744
,,,,,,,,,1.479194805,0.425111944
,,,,,,,,,1.484269468,0.895009804
,,,,,,,,,1.697286363,0.858476594
,,,,,,,,,0.821907051,0.663610768
,,,,,,,,,0.862781873,0.69564426
,,,,,,,,,0.840183766,0.648119012
,,,,,,,,,0.84089739,0.986864219
,,,,,,,,,0.990956752,1.030399355
,,,,,,,,,0.880067443,0.844463251
,,,,,,,,,1.054469327,0.569569009
,,,,,,,,,1.675362235,0.95105205
,,,,,,,,,1.517928754,1.249528574
,,,,,,,,,1.598211504,0.946250561
,,,,,,,,,0.703445394,0.830950676
,,,,,,,,,1.096295648,0.90648461
,,,,,,,,,0.71462551,0.549205721
,,,,,,,,,1.462464277,1.022885859
,,,,,,,,,1.574661897,0.535690201
,,,,,,,,,0.422475594,0.856650261
,,,,,,,,,1.212418203,0.591551777
,,,,,,,,,0.747055777,0.828044253
,,,,,,,,,1.074767977,0.912367825
,,,,,,,,,1.702717838,0.319992394
,,,,,,,,,0.417480223,1.203567164
,,,,,,,,,1.121748253,0.513138586
,,,,,,,,,1.487718653,0.797222426
,,,,,,,,,1.53921855,0.979818107
,,,,,,,,,1.409457839,0.665029941
,,,,,,,,,1.048918914,0.753686962
,,,,,,,,,0.560760152,0.440451834
,,,,,,,,,0.654363891,1.703187779
,,,,,,,,,1.290837599,0.54626395
,,,,,,,,,1.668027761,1.278899808
,,,,,,,,,1.295674387,1.117775979
,,,,,,,,,1.311968812,1.32854596
,,,,,,,,,1.684797935,0.436295125
,,,,,,,,,0.797445591,1.101804401
,,,,,,,,,1.524708186,0.822231408
,,,,,,,,,0.427153799,1.223728835
,,,,,,,,,0.986754297,1.308351559
,,,,,,,,,1.401766554,1.346146837
,,,,,,,,,1.149341731,1.872943814
,,,,,,,,,1.140619655,0.463722854
,,,,,,,,,1.375957137,1.230260431
