 ,Label,Area,Mean,Min,Max,Angle,Length(micrometer,Length(mm),Random num,Random
,,,,,,,,,0.46303325,1.053862827
,,,,,,,,,0.612141112,0.588000574
,,,,,,,,,1.325844843,0.889412977
,,,,,,,,,0.585181966,1.069861899
,,,,,,,,,1.492674378,1.490720421
,,,,,,,,,1.198383589,0.841564683
,,,,,,,,,1.291551224,0.969301635
,,,,,,,,,1.434276112,1.046628191
,,,,,,,,,1.033020948,1.057247762
,,,,,,,,,1.523835979,1.019184425
,,,,,,,,,0.839589079,0.933091143
,,,,,,,,,1.331315963,0.09262111
,,,,,,,,,1.478481181,1.099142144
,,,,,,,,,0.804859356,0.687298768
,,,,,,,,,0.659438554,1.133833965
,,,,,,,,,1.243183345,0.550454698
,,,,,,,,,0.566310564,1.089668122
,,,,,,,,,0.669706816,1.071461086
,,,,,,,,,1.603960145,1.029133031
,,,,,,,,,1.53477822,0.563784966
,,,,,,,,,0.772151569,0.919292836
,,,,,,,,,0.517110124,1.011435928
,,,,,,,,,1.237593287,1.555997105
,,,,,,,,,0.795304718,0.616562723
,,,,,,,,,0.653214163,0.979360869
,,,,,,,,,1.565543363,0.723352484
,,,,,,,,,0.688498927,0.532768722
,,,,,,,,,1.42606943,0.681193317
,,,,,,,,,0.980926364,0.759875548
,,,,,,,,,1.608043662,0.707256532
,,,,,,,,,0.410026812,0.96446218
,,,,,,,,,0.433497127,0.751122241
,,,,,,,,,0.696507379,1.355034992
,,,,,,,,,0.811955955,0.750315119
,,,,,,,,,0.481706423,1.598310431
,,,,,,,,,1.679921502,0.744886524
,,,,,,,,,1.242707595,1.084993626
,,,,,,,,,0.579314388,0.837487509
,,,,,,,,,0.943024977,1.0393857
,,,,,,,,,0.754509187,0.91995529
,,,,,,,,,0.798674611,1.283703261
,,,,,,,,,1.516501505,1.283862983
,,,,,,,,,0.901595113,0.812078566
,,,,,,,,,0.801806629,0.779106379
,,,,,,,,,0.870037055,0.906242408
,,,,,,,,,0.716290634,1.284772877
,,,,,,,,,1.003603762,0.771649506
,,,,,,,,,1.375917491,0.97920082
,,,,,,,,,1.564195405,0.873032274
,,,,,,,,,0.896679034,0.835952473
,,,,,,,,,1.511744009,1.076609512
,,,,,,,,,0.471477806,1.025542225
,,,,,,,,,1.506867575,0.897982996
,,,,,,,,,0.421365512,0.980412811
,,,,,,,,,0.578798992,0.819462451
,,,,,,,,,1.164327844,0.86711862
,,,,,,,,,0.816079118,0.723538718
,,,,,,,,,1.428646408,0.994031758
,,,,,,,,,0.551919138,0.588159641
,,,,,,,,,0.65626689,0.788624258
,,,,,,,,,1.00324695,0.886459096
,,,,,,,,,1.19648059,0.762475946
,,,,,,,,,0.912458063,0.493445608
,,,,,,,,,1.224430881,0.974843477
,,,,,,,,,1.517532296,0.697653881
,,,,,,,,,1.37290441,0.723032712
,,,,,,,,,1.276604756,0.598745173
,,,,,,,,,1.381943653,1.079244931
,,,,,,,,,1.093401504,0.887186683
,,,,,,,,,1.497669749,1.066782661
,,,,,,,,,0.856398899,0.465801862
,,,,,,,,,1.554838996,1.173745564
,,,,,,,,,1.018748459,1.042585383
,,,,,,,,,1.051852704,0.87230174
,,,,,,,,,0.917334497,0.636456663
,,,,,,,,,0.768940259,0.591982504
,,,,,,,,,1.595555235,1.085047957
,,,,,,,,,1.144901401,0.883194607
,,,,,,,,,0.52951926,0.692023669
,,,,,,,,,0.464460499,1.253555016
,,,,,,,,,0.602269307,0.559289175
,,,,,,,,,1.494537731,0.817650192
,,,,,,,,,1.243222991,0.982910436
,,,,,,,,,1.025488245,1.026268503
,,,,,,,,,0.619594523,0.757388069
,,,,,,,,,0.697934628,0.84645978
,,,,,,,,,0.591882107,0.463443994
,,,,,,,,,0.646831189,0.815029502
,,,,,,,,,1.550160791,0.995519009
,,,,,,,,,0.646117564,0.443507505
,,,,,,,,,0.446580242,0.87634913
,,,,,,,,,1.612008243,0.532619474
,,,,,,,,,0.783966018,0.738680264
,,,,,,,,,0.994604165,1.2899848
,,,,,,,,,1.031910865,0.998686944
,,,,,,,,,1.126703978,1.082218123
,,,,,,,,,0.724021565,1.40171188
,,,,,,,,,1.431421614,0.660131571
,,,,,,,,,1.42975649,1.069103217
,,,,,,,,,1.66180337,1.447255
,,,,,,,,,0.654443183,1.013430821
,,,,,,,,,1.552182727,0.703347262
,,,,,,,,,0.765610012,0.702371254
,,,,,,,,,1.060931592,0.765557146
,,,,,,,,,1.246989342,0.588159641
,,,,,,,,,0.494234496,0.746820866
,,,,,,,,,1.417347354,0.712168648
,,,,,,,,,1.264869599,1.082540513
,,,,,,,,,1.285406124,1.091063729
,,,,,,,,,0.430285817,0.740225774
,,,,,,,,,0.645721106,1.040871641
,,,,,,,,,1.103511184,1.040772796
,,,,,,,,,0.61404411,1.122162452
,,,,,,,,,0.483173317,1.051583838
,,,,,,,,,0.567856751,0.843362869
,,,,,,,,,1.615140261,0.484570545
,,,,,,,,,0.582010302,0.800364177
,,,,,,,,,0.752170085,0.605196253
,,,,,,,,,0.787454849,0.536720541
,,,,,,,,,1.035796154,1.338223562
,,,,,,,,,1.698832549,1.495480671
,,,,,,,,,0.414705017,1.318129315
,,,,,,,,,1.004594907,0.680279496
,,,,,,,,,1.422659891,0.759627455
,,,,,,,,,1.465239483,0.887803971
,,,,,,,,,0.49911093,0.392756389
,,,,,,,,,1.304158589,0.903423047
,,,,,,,,,1.456279532,0.655985336
,,,,,,,,,1.188472138,1.223150823
,,,,,,,,,0.489199479,0.399104697
,,,,,,,,,1.461671361,0.591002568
,,,,,,,,,1.282829147,1.472192631
,,,,,,,,,1.362160397,0.976483904
,,,,,,,,,0.655592911,0.651499364
,,,,,,,,,1.257099022,1.255995364
,,,,,,,,,0.436510208,0.707008111
,,,,,,,,,0.915272915,1.098751348
,,,,,,,,,0.5735261,0.633557441
,,,,,,,,,0.537051962,0.956585381
,,,,,,,,,0.413475997,0.877962064
,,,,,,,,,0.696110921,1.078285288
,,,,,,,,,0.525316805,1.545565404
,,,,,,,,,1.015061399,0.276013766
,,,,,,,,,0.731990372,0.712959077
,,,,,,,,,0.513859168,1.302435286
,,,,,,,,,1.444346145,0.639893966
,,,,,,,,,0.757165456,1.289546218
,,,,,,,,,1.348839408,1.219546597
,,,,,,,,,0.496256432,1.420248834
,,,,,,,,,1.004238095,0.570080252
,,,,,,,,,1.528633121,1.094309889
,,,,,,,,,1.566494862,0.995053916
,,,,,,,,,1.28271021,0.326575048
,,,,,,,,,0.997260434,0.819966493
,,,,,,,,,0.462835021,0.6593814
,,,,,,,,,0.505890362,1.19634562
,,,,,,,,,0.819567949,1.070909913
,,,,,,,,,1.520624669,1.4758741
,,,,,,,,,0.51913206,0.529608315
,,,,,,,,,0.971451017,0.24936894
,,,,,,,,,0.46529306,0.596214491
,,,,,,,,,1.011572569,0.906132108
,,,,,,,,,0.796692321,0.895097521
,,,,,,,,,0.997656892,1.090789452
,,,,,,,,,1.283503126,0.969098055
,,,,,,,,,1.034805009,0.376513152
,,,,,,,,,1.171622672,1.170550463
,,,,,,,,,0.885816084,0.831063922
,,,,,,,,,0.632955158,0.855624831
,,,,,,,,,1.085749865,1.00663673
,,,,,,,,,0.512114753,1.1083792
,,,,,,,,,0.926215157,1.067563599
,,,,,,,,,1.111836802,1.148508127
,,,,,,,,,0.50033995,0.89573641
,,,,,,,,,0.853821922,1.056100249
,,,,,,,,,0.726677834,0.821385665
,,,,,,,,,1.69240993,0.838998325
,,,,,,,,,0.530470759,0.862257562
,,,,,,,,,0.68742849,0.897916882
,,,,,,,,,1.324338302,0.445594369
,,,,,,,,,1.291273703,0.768035461
,,,,,,,,,1.590242697,1.408143976
,,,,,,,,,1.432928154,0.830633195
,,,,,,,,,1.514876027,0.907476001
,,,,,,,,,1.499652039,1.214751
,,,,,,,,,0.423942489,0.811593508
,,,,,,,,,1.158499912,1.205026921
,,,,,,,,,1.268675596,0.976028302
,,,,,,,,,1.044597522,0.95261818
,,,,,,,,,1.688405703,0.740045759
,,,,,,,,,0.917651663,1.509164423
,,,,,,,,,1.069296857,1.080796332
,,,,,,,,,1.183437121,0.805729604
,,,,,,,,,0.632796575,0.540460269
,,,,,,,,,1.660376121,0.911442221
,,,,,,,,,0.950002638,0.755440635
,,,,,,,,,1.611294618,1.129760391
,,,,,,,,,0.735082744,0.919778549
,,,,,,,,,1.501594684,0.346673878
,,,,,,,,,1.055539763,0.523043334
,,,,,,,,,0.887520854,0.899458791
,,,,,,,,,0.893190203,0.312561378
,,,,,,,,,1.183080309,0.530011548
,,,,,,,,,1.008281967,1.267653785
,,,,,,,,,0.44725422,1.515260056
,,,,,,,,,,0.211423103
,,,,,,,,,,0.828248816
,,,,,,,,,,0.836065391
,,,,,,,,,,0.940105179
,,,,,,,,,,1.249069699
,,,,,,,,,,0.700580597
,,,,,,,,,,1.044578312
,,,,,,,,,,0.940816729
,,,,,,,,,,0.941773099
,,,,,,,,,,0.991296841
,,,,,,,,,,0.611866625
,,,,,,,,,,0.234590696
,,,,,,,,,,0.979017859
,,,,,,,,,,0.742177136
,,,,,,,,,,0.904678242
,,,,,,,,,,0.898797973
,,,,,,,,,,1.159669707
,,,,,,,,,,1.234193266
,,,,,,,,,,0.865942959
,,,,,,,,,,0.925322354
,,,,,,,,,,0.560576118
,,,,,,,,,,0.977852999
,,,,,,,,,,1.069051177
,,,,,,,,,,0.709403946
,,,,,,,,,,1.058398221
,,,,,,,,,,0.996798751
,,,,,,,,,,0.622065943
,,,,,,,,,,1.012290181
,,,,,,,,,,0.836923244
,,,,,,,,,,0.911926952
,,,,,,,,,,0.864966623
,,,,,,,,,,0.646074042
,,,,,,,,,,0.287126251
,,,,,,,,,,1.269848003
,,,,,,,,,,0.624971056
,,,,,,,,,,0.350687884
,,,,,,,,,,1.033257992
,,,,,,,,,,1.23683523
,,,,,,,,,,1.192564652
,,,,,,,,,,1.04092139
,,,,,,,,,,0.517614739
,,,,,,,,,,0.564438911
,,,,,,,,,,1.038965447
,,,,,,,,,,0.816731461
,,,,,,,,,,0.952304954
,,,,,,,,,,0.72732885
,,,,,,,,,,0.910031559
,,,,,,,,,,1.232603898
,,,,,,,,,,1.038199892
,,,,,,,,,,1.017723686
,,,,,,,,,,1.126450735
,,,,,,,,,,0.358797065
,,,,,,,,,,0.983461282
,,,,,,,,,,1.161589648
,,,,,,,,,,0.491581308
,,,,,,,,,,1.441489286
,,,,,,,,,,1.267703535
,,,,,,,,,,1.320921182
,,,,,,,,,,1.665723728
,,,,,,,,,,0.289244536
,,,,,,,,,,1.055845609
,,,,,,,,,,0.978560948
,,,,,,,,,,1.197167797
,,,,,,,,,,0.704404114
,,,,,,,,,,0.735132988
,,,,,,,,,,0.613065851
,,,,,,,,,,0.42493913
,,,,,,,,,,1.334006631
,,,,,,,,,,1.118098042
,,,,,,,,,,1.125105205
,,,,,,,,,,0.991250691
,,,,,,,,,,1.009186396
,,,,,,,,,,0.340955295
,,,,,,,,,,1.110498794
,,,,,,,,,,1.078071888
,,,,,,,,,,0.75925466
,,,,,,,,,,0.934598686
,,,,,,,,,,0.680898747
,,,,,,,,,,0.984816303
,,,,,,,,,,1.545837718
,,,,,,,,,,0.747328508
,,,,,,,,,,0.79719886
,,,,,,,,,,1.23683523
,,,,,,,,,,1.018801157
,,,,,,,,,,0.853996514
,,,,,,,,,,1.21149633
,,,,,,,,,,0.900846216
,,,,,,,,,,1.163856526
,,,,,,,,,,1.051204825
,,,,,,,,,,0.801860592
,,,,,,,,,,0.893841999
,,,,,,,,,,0.567726966
,,,,,,,,,,0.948392739
,,,,,,,,,,0.98889315
,,,,,,,,,,0.971615318
,,,,,,,,,,1.264059378
,,,,,,,,,,1.202649415
,,,,,,,,,,0.740225774
,,,,,,,,,,1.429373954
,,,,,,,,,,1.119095652
,,,,,,,,,,1.299310227
,,,,,,,,,,1.592638979
,,,,,,,,,,0.621079461
,,,,,,,,,,0.725503826
,,,,,,,,,,0.533366372
,,,,,,,,,,0.963041044
,,,,,,,,,,0.879552741
,,,,,,,,,,0.915189805
,,,,,,,,,,0.967897846
,,,,,,,,,,0.673095918
,,,,,,,,,,1.178023374
,,,,,,,,,,0.314849858
,,,,,,,,,,0.784526464
,,,,,,,,,,0.628021491
,,,,,,,,,,0.840957215
,,,,,,,,,,0.995658438
,,,,,,,,,,0.672734579
,,,,,,,,,,0.528238892
,,,,,,,,,,0.59221685
,,,,,,,,,,0.967762017
,,,,,,,,,,1.59666084
,,,,,,,,,,0.935641463
,,,,,,,,,,0.512757609
,,,,,,,,,,1.278848095
,,,,,,,,,,0.859500388
,,,,,,,,,,0.872700392
,,,,,,,,,,0.69139329
,,,,,,,,,,1.118801737
,,,,,,,,,,0.439421494
,,,,,,,,,,0.942106945
,,,,,,,,,,0.803960221
,,,,,,,,,,0.875265768
,,,,,,,,,,0.990209878
,,,,,,,,,,0.659631457
,,,,,,,,,,1.004401272
,,,,,,,,,,0.752305757
,,,,,,,,,,0.781605968
,,,,,,,,,,1.103748562
,,,,,,,,,,0.979475097
,,,,,,,,,,0.59935526
,,,,,,,,,,0.934310662
,,,,,,,,,,1.506113988
,,,,,,,,,,0.675436112
,,,,,,,,,,0.475674535
,,,,,,,,,,1.133009497
,,,,,,,,,,0.857407633
,,,,,,,,,,0.983874334
,,,,,,,,,,0.939504911
,,,,,,,,,,0.79635279
,,,,,,,,,,0.939416213
,,,,,,,,,,0.645520251
,,,,,,,,,,1.509164423
,,,,,,,,,,1.348716796
,,,,,,,,,,0.693310285
,,,,,,,,,,1.105049906
,,,,,,,,,,1.053431446
,,,,,,,,,,0.949107234
,,,,,,,,,,1.043680528
,,,,,,,,,,0.770040173
,,,,,,,,,,0.851450775
,,,,,,,,,,0.898049111
,,,,,,,,,,0.819233014
,,,,,,,,,,0.689754826
,,,,,,,,,,0.763685646
,,,,,,,,,,0.64860407
,,,,,,,,,,1.104115793
,,,,,,,,,,0.705320226
,,,,,,,,,,0.82069899
,,,,,,,,,,0.414540158
,,,,,,,,,,0.993892656
,,,,,,,,,,0.811177183
,,,,,,,,,,1.083644168
,,,,,,,,,,0.358537843
,,,,,,,,,,1.2945958
,,,,,,,,,,1.201924773
,,,,,,,,,,0.582745447
,,,,,,,,,,1.249115521
,,,,,,,,,,1.025131136
,,,,,,,,,,0.667973021
,,,,,,,,,,0.8660094
,,,,,,,,,,0.451041948
,,,,,,,,,,1.277495037
,,,,,,,,,,1.203451954
,,,,,,,,,,0.968599577
,,,,,,,,,,1.551383486
,,,,,,,,,,0.785028215
,,,,,,,,,,0.211423103
,,,,,,,,,,0.715458339
,,,,,,,,,,1.368123059
,,,,,,,,,,0.91825595
,,,,,,,,,,0.879243443
,,,,,,,,,,0.765532599
,,,,,,,,,,0.471838581
,,,,,,,,,,0.799966508
,,,,,,,,,,0.467380757
,,,,,,,,,,0.44233839
,,,,,,,,,,1.054802177
,,,,,,,,,,1.030984567
,,,,,,,,,,0.679865789
,,,,,,,,,,0.512429
,,,,,,,,,,1.147520336
,,,,,,,,,,1.036843562
,,,,,,,,,,0.9353086
,,,,,,,,,,0.69643829
,,,,,,,,,,0.860078727
,,,,,,,,,,0.443586057
,,,,,,,,,,1.202382338
,,,,,,,,,,0.565004485
,,,,,,,,,,0.619132027
,,,,,,,,,,0.908709595
,,,,,,,,,,0.886106266
,,,,,,,,,,1.095416162
,,,,,,,,,,0.739659545
,,,,,,,,,,0.890294723
,,,,,,,,,,0.817742163
,,,,,,,,,,1.329479419
,,,,,,,,,,1.213953043
,,,,,,,,,,1.362612638
,,,,,,,,,,1.215670712
,,,,,,,,,,1.078604732
,,,,,,,,,,0.811385345
,,,,,,,,,,1.183182274
,,,,,,,,,,0.749456284
,,,,,,,,,,1.13990865
,,,,,,,,,,1.351098229
,,,,,,,,,,0.67600365
,,,,,,,,,,1.289491232
,,,,,,,,,,1.153166259
,,,,,,,,,,0.331785662
,,,,,,,,,,0.97888072
,,,,,,,,,,1.166543658
,,,,,,,,,,1.210119052
,,,,,,,,,,0.887848156
,,,,,,,,,,0.955194357
,,,,,,,,,,0.83944869
,,,,,,,,,,0.208281024
,,,,,,,,,,1.449540862
,,,,,,,,,,0.546122557
,,,,,,,,,,0.800457785
,,,,,,,,,,1.191682251
,,,,,,,,,,0.852389471
,,,,,,,,,,1.129518844
,,,,,,,,,,0.688601094
,,,,,,,,,,0.73414487
,,,,,,,,,,1.141155663
,,,,,,,,,,0.738628551
,,,,,,,,,,0.466351726
,,,,,,,,,,0.837126497
,,,,,,,,,,0.950135283
,,,,,,,,,,0.723938024
,,,,,,,,,,1.252251708
,,,,,,,,,,1.032181502
,,,,,,,,,,0.851160461
,,,,,,,,,,0.610880797
,,,,,,,,,,0.88228995
,,,,,,,,,,0.577547925
,,,,,,,,,,0.949710775
,,,,,,,,,,1.192417367
,,,,,,,,,,0.781629861
,,,,,,,,,,0.554527617
,,,,,,,,,,1.138232875
,,,,,,,,,,1.233418875
,,,,,,,,,,0.785529311
,,,,,,,,,,0.471638273
,,,,,,,,,,0.685060692
,,,,,,,,,,0.552934321
,,,,,,,,,,1.154495751
,,,,,,,,,,1.149818636
,,,,,,,,,,0.956675062
,,,,,,,,,,0.850422399
,,,,,,,,,,0.94631733
,,,,,,,,,,0.309874901
,,,,,,,,,,1.130820188
,,,,,,,,,,0.875199653
,,,,,,,,,,1.14209305
,,,,,,,,,,0.73567827
,,,,,,,,,,0.568499393
,,,,,,,,,,1.388526932
,,,,,,,,,,0.658879976
,,,,,,,,,,0.79468127
,,,,,,,,,,0.824651463
,,,,,,,,,,1.052342192
,,,,,,,,,,0.638330127
,,,,,,,,,,0.4487155
,,,,,,,,,,0.873916965
,,,,,,,,,,1.028184844
,,,,,,,,,,1.041367827
,,,,,,,,,,0.895670296
,,,,,,,,,,1.03637585
,,,,,,,,,,0.74396812
,,,,,,,,,,0.866763499
,,,,,,,,,,1.290314718
,,,,,,,,,,0.85912203
,,,,,,,,,,0.869268325
,,,,,,,,,,0.554300471
,,,,,,,,,,1.575336599
,,,,,,,,,,0.877144796
,,,,,,,,,,0.715729016
,,,,,,,,,,0.521842799
,,,,,,,,,,1.145743752
,,,,,,,,,,0.171811965
,,,,,,,,,,0.37926247
,,,,,,,,,,1.017986835
,,,,,,,,,,0.72898957
,,,,,,,,,,0.975094188
,,,,,,,,,,1.02942531
,,,,,,,,,,0.437101592
,,,,,,,,,,0.828294311
,,,,,,,,,,0.960158187
,,,,,,,,,,1.135826567
,,,,,,,,,,0.579196207
,,,,,,,,,,1.568335001
,,,,,,,,,,1.294371273
,,,,,,,,,,1.123497181
,,,,,,,,,,0.80179055
,,,,,,,,,,0.705984972
,,,,,,,,,,0.979566414
,,,,,,,,,,0.679126091
,,,,,,,,,,1.021249033
,,,,,,,,,,1.411724637
,,,,,,,,,,0.747252247
,,,,,,,,,,1.112139549
,,,,,,,,,,1.247928077
,,,,,,,,,,0.936706497
,,,,,,,,,,0.628469237
,,,,,,,,,,1.489468827
,,,,,,,,,,0.892277833
,,,,,,,,,,1.148858992
,,,,,,,,,,1.293810935
,,,,,,,,,,0.582826617
,,,,,,,,,,0.610734822
,,,,,,,,,,0.952103337
,,,,,,,,,,1.12681011
,,,,,,,,,,0.967852352
,,,,,,,,,,1.252251708
,,,,,,,,,,0.591747502
,,,,,,,,,,0.923090823
,,,,,,,,,,1.046503162
,,,,,,,,,,0.823191051
,,,,,,,,,,1.039286855
,,,,,,,,,,0.72236633
,,,,,,,,,,1.104229038
,,,,,,,,,,0.690589441
,,,,,,,,,,0.861523756
,,,,,,,,,,1.461239869
,,,,,,,,,,0.664721624
,,,,,,,,,,0.973637704
,,,,,,,,,,0.347514384
,,,,,,,,,,1.126840222
,,,,,,,,,,0.753436251
,,,,,,,,,,0.607461823
,,,,,,,,,,0.916777863
,,,,,,,,,,1.060860498
,,,,,,,,,,0.998313495
,,,,,,,,,,1.146948216
,,,,,,,,,,1.125105205
,,,,,,,,,,1.449404706
,,,,,,,,,,1.079244931
,,,,,,,,,,1.204410943
,,,,,,,,,,0.973614793
,,,,,,,,,,0.942574329
,,,,,,,,,,0.256559063
,,,,,,,,,,0.844485835
,,,,,,,,,,0.518041538
,,,,,,,,,,0.67808855
,,,,,,,,,,0.848946277
,,,,,,,,,,0.919535692
,,,,,,,,,,0.443819095
,,,,,,,,,,0.909194326
,,,,,,,,,,1.433228237
,,,,,,,,,,1.095582103
,,,,,,,,,,0.968441164
,,,,,,,,,,0.454074054
,,,,,,,,,,0.880546096
,,,,,,,,,,1.280051904
,,,,,,,,,,1.107836537
,,,,,,,,,,1.0581426
,,,,,,,,,,1.177288913
,,,,,,,,,,0.953693033
,,,,,,,,,,0.955665669
,,,,,,,,,,1.042908755
,,,,,,,,,,0.489942191
,,,,,,,,,,1.373215845
,,,,,,,,,,0.464348651
,,,,,,,,,,0.901132603
,,,,,,,,,,0.830134063
,,,,,,,,,,1.274404672
,,,,,,,,,,1.112861245
,,,,,,,,,,0.980916526
,,,,,,,,,,1.018489567
,,,,,,,,,,0.997241261
,,,,,,,,,,0.802000676
,,,,,,,,,,1.028889848
,,,,,,,,,,0.770601492
,,,,,,,,,,1.193560952
,,,,,,,,,,1.09735836
,,,,,,,,,,0.829361963
,,,,,,,,,,0.920242005
,,,,,,,,,,1.227225052
,,,,,,,,,,0.800106592
,,,,,,,,,,1.10621313
,,,,,,,,,,0.515899688
,,,,,,,,,,0.96353723
,,,,,,,,,,1.557175385
,,,,,,,,,,0.987901432
,,,,,,,,,,0.658786368
,,,,,,,,,,0.964011161
,,,,,,,,,,1.253602148
,,,,,,,,,,0.921169246
,,,,,,,,,,1.024865041
,,,,,,,,,,0.90403968
,,,,,,,,,,0.889677435
,,,,,,,,,,1.147107284
,,,,,,,,,,0.788576473
,,,,,,,,,,1.219709593
,,,,,,,,,,0.817765074
,,,,,,,,,,0.918343993
,,,,,,,,,,1.098611918
,,,,,,,,,,0.835884722
,,,,,,,,,,0.492906218
,,,,,,,,,,1.001234646
,,,,,,,,,,0.796329224
,,,,,,,,,,0.724283652
,,,,,,,,,,0.072700331
,,,,,,,,,,1.153587166
,,,,,,,,,,1.021104693
,,,,,,,,,,1.288724695
,,,,,,,,,,0.787054528
,,,,,,,,,,0.660131571
,,,,,,,,,,0.919667921
,,,,,,,,,,0.714373667
,,,,,,,,,,0.760619828
,,,,,,,,,,1.124926172
,,,,,,,,,,1.158417457
,,,,,,,,,,1.260424386
,,,,,,,,,,0.591669605
,,,,,,,,,,0.816018602
,,,,,,,,,,1.229202598
,,,,,,,,,,1.087215992
,,,,,,,,,,1.031350815
,,,,,,,,,,0.577092324
,,,,,,,,,,1.236313515
,,,,,,,,,,0.597367895
,,,,,,,,,,1.09552679
,,,,,,,,,,0.819347569
,,,,,,,,,,0.963650149
,,,,,,,,,,1.097135796
,,,,,,,,,,0.64921743
,,,,,,,,,,1.310039117
,,,,,,,,,,0.912059181
,,,,,,,,,,0.509622731
,,,,,,,,,,1.036745044
,,,,,,,,,,0.815259594
,,,,,,,,,,0.510452109
,,,,,,,,,,0.708331712
,,,,,,,,,,0.760570078
,,,,,,,,,,1.150974004
,,,,,,,,,,1.109953513
,,,,,,,,,,1.001094235
,,,,,,,,,,0.48173351
,,,,,,,,,,0.724150769
,,,,,,,,,,1.069783347
,,,,,,,,,,0.432700064
,,,,,,,,,,0.458853941
,,,,,,,,,,0.79061686
,,,,,,,,,,0.421893932
,,,,,,,,,,0.65724675
,,,,,,,,,,1.075151719
,,,,,,,,,,0.957550916
,,,,,,,,,,0.484820602
,,,,,,,,,,1.220688219
,,,,,,,,,,1.235662188
,,,,,,,,,,0.893467568
,,,,,,,,,,1.130820188
,,,,,,,,,,1.122725408
,,,,,,,,,,1.119330654
,,,,,,,,,,0.890603039
,,,,,,,,,,1.294539505
,,,,,,,,,,0.892740635
,,,,,,,,,,0.511278214
,,,,,,,,,,0.556200119
,,,,,,,,,,1.031131197
,,,,,,,,,,0.680072642
,,,,,,,,,,1.400911959
,,,,,,,,,,1.414083814
,,,,,,,,,,1.102733278
,,,,,,,,,,0.515199266
,,,,,,,,,,0.23991652
,,,,,,,,,,1.123942963
,,,,,,,,,,0.928816934
,,,,,,,,,,0.950984954
,,,,,,,,,,0.927600033
,,,,,,,,,,0.395242559
,,,,,,,,,,0.462884966
,,,,,,,,,,1.009375576
,,,,,,,,,,1.030155844
,,,,,,,,,,0.923532678
,,,,,,,,,,1.206416636
,,,,,,,,,,0.941461837
,,,,,,,,,,1.174852493
,,,,,,,,,,0.662465219
,,,,,,,,,,0.411396771
,,,,,,,,,,0.894569259
,,,,,,,,,,0.616814089
,,,,,,,,,,1.216956346
,,,,,,,,,,1.23196239
,,,,,,,,,,0.677731793
,,,,,,,,,,0.805194468
,,,,,,,,,,1.303663316
,,,,,,,,,,0.549529748
,,,,,,,,,,1.541831567
,,,,,,,,,,0.96855441
,,,,,,,,,,1.149979012
,,,,,,,,,,0.808121511
,,,,,,,,,,1.001024192
,,,,,,,,,,1.04748048
,,,,,,,,,,0.72287299
,,,,,,,,,,1.348199662
,,,,,,,,,,0.773230037
,,,,,,,,,,1.061864654
,,,,,,,,,,0.573295646
,,,,,,,,,,0.385606851
,,,,,,,,,,1.132277982
,,,,,,,,,,1.096525054
,,,,,,,,,,1.072670786
,,,,,,,,,,0.616634729
,,,,,,,,,,0.879817527
,,,,,,,,,,0.556020104
,,,,,,,,,,1.024526941
,,,,,,,,,,0.870840674
,,,,,,,,,,0.939504911
,,,,,,,,,,1.337525759
,,,,,,,,,,0.41545398
,,,,,,,,,,1.035908466
,,,,,,,,,,0.63223384
,,,,,,,,,,0.529709123
,,,,,,,,,,1.133650677
,,,,,,,,,,1.117658806
,,,,,,,,,,1.15339275
,,,,,,,,,,1.092518904
,,,,,,,,,,0.743840146
,,,,,,,,,,0.983552926
,,,,,,,,,,0.646919785
,,,,,,,,,,0.574428103
,,,,,,,,,,1.486295327
,,,,,,,,,,1.290865891
,,,,,,,,,,1.038175345
,,,,,,,,,,0.499522912
,,,,,,,,,,1.467683748
,,,,,,,,,,1.20726958
,,,,,,,,,,0.932182559
,,,,,,,,,,1.350798423
,,,,,,,,,,0.920131705
,,,,,,,,,,0.88123048
,,,,,,,,,,1.281684475
,,,,,,,,,,0.582745447
,,,,,,,,,,0.766957008
,,,,,,,,,,0.731717941
,,,,,,,,,,1.505912372
,,,,,,,,,,0.718912007
,,,,,,,,,,0.812678507
,,,,,,,,,,0.691680004
,,,,,,,,,,0.75733832
,,,,,,,,,,1.348716796
,,,,,,,,,,1.027165305
,,,,,,,,,,0.926383787
,,,,,,,,,,0.907806574
,,,,,,,,,,0.619806265
,,,,,,,,,,0.51460489
,,,,,,,,,,0.730670254
,,,,,,,,,,0.84822949
,,,,,,,,,,0.922008442
,,,,,,,,,,1.614759212
,,,,,,,,,,0.909568757
,,,,,,,,,,0.473765722
,,,,,,,,,,0.324304897
,,,,,,,,,,1.265627799
,,,,,,,,,,1.090570815
,,,,,,,,,,0.704209697
,,,,,,,,,,1.066080931
,,,,,,,,,,0.929835164
,,,,,,,,,,0.819874849
,,,,,,,,,,0.78249295
,,,,,,,,,,0.57249507
,,,,,,,,,,1.345418922
,,,,,,,,,,0.675555904
,,,,,,,,,,0.463234522
,,,,,,,,,,0.908202934
,,,,,,,,,,0.977373505
,,,,,,,,,,0.777660368
,,,,,,,,,,1.027286733
,,,,,,,,,,1.269547542
,,,,,,,,,,0.956989269
,,,,,,,,,,1.064214012
,,,,,,,,,,0.88112018
,,,,,,,,,,0.59579031
,,,,,,,,,,0.844350987
,,,,,,,,,,1.162521143
,,,,,,,,,,0.557771813
,,,,,,,,,,1.088277098
,,,,,,,,,,1.214751
,,,,,,,,,,0.775219038
,,,,,,,,,,0.886348796
